week_start,producto,categoria,unidades_vendidas,ingreso_total
2025-04-28,Set Toallas Waffle,baño,20,140302.24
2025-04-28,Porta Cepillo Cerámica,baño,14,27232.87
2025-04-28,Espejo Redondo Nordico,baño,14,172507.78
2025-04-28,Marco Madera Natural 30x40,deco,6,25436.59
2025-04-28,Jarrón Minimalista Blanco,deco,15,96394.13
2025-04-28,Caja Ratan Organizadora,deco,8,39429.12
2025-04-28,Estante Flotante Roble,deco,15,137447.33
2025-04-28,Sillón Boho Arena,sillones,4,177294.34
2025-04-28,Sillón Terciopelo Verde,sillones,15,805384.32
2025-04-28,Puff Redondo Boucle,sillones,14,314421.18
2025-04-28,Sillón Acapulco Negro,sillones,9,305141.76
2025-04-28,Difusor Bambú 200ml,aromas,18,72358.44
2025-04-28,Vela Soja Lavanda Grande,aromas,16,43493.63
2025-04-28,Set Sales de Baño Botánico,aromas,4,15128.67
2025-04-28,Incienso Palo Santo 10u,aromas,13,19758.02
2025-04-28,Mantel Lino 180cm,mesa,17,98834.74
2025-04-28,Set Servilletas Bordadas,mesa,19,44960.08
2025-04-28,Porta Velas Mesa Hierro,mesa,18,70523.54
2025-04-28,Camino Mesa Ratan,mesa,6,24402.26
2025-04-28,Maceta Terracota XL,jardin,12,81644.39
2025-04-28,Farolito Solar Colgante,jardin,16,74845.44
2025-04-28,Cojín Exterior Rayas,jardin,19,106209.21
2025-04-28,Regadera Cobre Vintage,jardin,18,151576.1
2025-05-05,Set de Bowls Mediterráneo,cocina,14,60415.35
2025-05-05,Tabla de Madera Olivia,cocina,9,50877.88
2025-05-05,Porta Utensilios Cobre,cocina,15,44926.1
2025-05-05,Delantal Lino Natural,cocina,4,11487.96
2025-05-05,Jabonera Mármol Blanco,baño,14,39925.04
2025-05-05,Set Toallas Waffle,baño,16,108169.98
2025-05-05,Porta Cepillo Cerámica,baño,15,29425.68
2025-05-05,Espejo Redondo Nordico,baño,18,228728.45
2025-05-05,Marco Madera Natural 30x40,deco,13,59125.25
2025-05-05,Jarrón Minimalista Blanco,deco,5,29064.11
2025-05-05,Caja Ratan Organizadora,deco,10,50184.0
2025-05-05,Estante Flotante Roble,deco,8,68910.21
2025-05-05,Sillón Boho Arena,sillones,19,981983.23
2025-05-05,Sillón Terciopelo Verde,sillones,15,804785.28
2025-05-05,Puff Redondo Boucle,sillones,7,146243.33
2025-05-05,Sillón Acapulco Negro,sillones,12,419529.6
2025-05-05,Difusor Bambú 200ml,aromas,11,41456.91
2025-05-05,Vela Soja Lavanda Grande,aromas,8,20113.43
2025-05-05,Set Sales de Baño Botánico,aromas,6,23136.99
2025-05-05,Incienso Palo Santo 10u,aromas,7,10042.7
2025-05-05,Mantel Lino 180cm,mesa,6,31016.83
2025-05-05,Set Servilletas Bordadas,mesa,4,8159.08
2025-05-05,Porta Velas Mesa Hierro,mesa,16,61967.72
2025-05-05,Camino Mesa Ratan,mesa,17,76763.19
2025-05-05,Maceta Terracota XL,jardin,11,74517.56
2025-05-05,Farolito Solar Colgante,jardin,7,30046.97
2025-05-05,Cojín Exterior Rayas,jardin,5,24328.51
2025-05-05,Regadera Cobre Vintage,jardin,8,60827.72
2025-05-12,Set de Bowls Mediterráneo,cocina,8,32224.82
2025-05-12,Tabla de Madera Olivia,cocina,15,89543.18
2025-05-12,Porta Utensilios Cobre,cocina,7,19339.24
2025-05-12,Delantal Lino Natural,cocina,9,27083.09
2025-05-12,Jabonera Mármol Blanco,baño,10,27597.25
2025-05-12,Set Toallas Waffle,baño,14,93058.78
2025-05-12,Porta Cepillo Cerámica,baño,4,7011.09
2025-05-12,Espejo Redondo Nordico,baño,10,118563.84
2025-05-12,Marco Madera Natural 30x40,deco,4,16600.32
2025-05-12,Jarrón Minimalista Blanco,deco,7,41441.79
2025-05-12,Caja Ratan Organizadora,deco,16,84776.52
2025-05-12,Estante Flotante Roble,deco,14,127871.5
2025-05-12,Sillón Boho Arena,sillones,11,522415.87
2025-05-12,Sillón Terciopelo Verde,sillones,19,1062518.91
2025-05-12,Puff Redondo Boucle,sillones,17,392167.42
2025-05-12,Sillón Acapulco Negro,sillones,15,542606.4
2025-05-12,Difusor Bambú 200ml,aromas,15,59017.34
2025-05-12,Vela Soja Lavanda Grande,aromas,13,34134.76
2025-05-12,Set Sales de Baño Botánico,aromas,6,23156.28
2025-05-12,Incienso Palo Santo 10u,aromas,4,5535.74
2025-05-12,Mantel Lino 180cm,mesa,17,98694.11
2025-05-12,Set Servilletas Bordadas,mesa,11,24015.31
2025-05-12,Porta Velas Mesa Hierro,mesa,13,48809.57
2025-05-12,Camino Mesa Ratan,mesa,18,82291.68
2025-05-12,Maceta Terracota XL,jardin,16,113232.08
2025-05-12,Farolito Solar Colgante,jardin,10,44134.56
2025-05-12,Cojín Exterior Rayas,jardin,15,80655.74
2025-05-12,Regadera Cobre Vintage,jardin,13,104379.35
2025-05-19,Set de Bowls Mediterráneo,cocina,12,50756.43
2025-05-19,Tabla de Madera Olivia,cocina,18,111233.61
2025-05-19,Porta Utensilios Cobre,cocina,12,34859.02
2025-05-19,Delantal Lino Natural,cocina,7,20633.05
2025-05-19,Jabonera Mármol Blanco,baño,15,43491.84
2025-05-19,Set Toallas Waffle,baño,6,36918.96
2025-05-19,Porta Cepillo Cerámica,baño,5,8915.56
2025-05-19,Espejo Redondo Nordico,baño,7,80239.49
2025-05-19,Marco Madera Natural 30x40,deco,14,64579.54
2025-05-19,Jarrón Minimalista Blanco,deco,6,35150.73
2025-05-19,Caja Ratan Organizadora,deco,18,97732.48
2025-05-19,Estante Flotante Roble,deco,6,50277.17
2025-05-19,Sillón Boho Arena,sillones,17,855624.96
2025-05-19,Sillón Terciopelo Verde,sillones,5,242565.44
2025-05-19,Puff Redondo Boucle,sillones,14,313992.45
2025-05-19,Sillón Acapulco Negro,sillones,11,382221.84
2025-05-19,Difusor Bambú 200ml,aromas,11,41567.26
2025-05-19,Vela Soja Lavanda Grande,aromas,6,14718.41
2025-05-19,Set Sales de Baño Botánico,aromas,12,49514.88
2025-05-19,Incienso Palo Santo 10u,aromas,14,21425.71
2025-05-19,Mantel Lino 180cm,mesa,14,78679.22
2025-05-19,Set Servilletas Bordadas,mesa,12,26391.97
2025-05-19,Porta Velas Mesa Hierro,mesa,18,70788.87
2025-05-19,Camino Mesa Ratan,mesa,12,51535.6
2025-05-19,Maceta Terracota XL,jardin,20,146679.81
2025-05-19,Farolito Solar Colgante,jardin,12,54018.14
2025-05-19,Cojín Exterior Rayas,jardin,4,19155.64
2025-05-19,Regadera Cobre Vintage,jardin,12,95434.02
2025-05-26,Set de Bowls Mediterráneo,cocina,15,65192.4
2025-05-26,Tabla de Madera Olivia,cocina,8,44780.83
2025-05-26,Porta Utensilios Cobre,cocina,4,10694.64
2025-05-26,Delantal Lino Natural,cocina,17,55441.24
2025-05-26,Jabonera Mármol Blanco,baño,18,53576.41
2025-05-26,Set Toallas Waffle,baño,19,132882.05
2025-05-26,Porta Cepillo Cerámica,baño,13,25105.48
2025-05-26,Espejo Redondo Nordico,baño,17,214124.93
2025-05-26,Marco Madera Natural 30x40,deco,10,44218.08
2025-05-26,Jarrón Minimalista Blanco,deco,19,125782.13
2025-05-26,Caja Ratan Organizadora,deco,15,79145.06
2025-05-26,Estante Flotante Roble,deco,6,50642.85
2025-05-26,Sillón Boho Arena,sillones,7,320275.2
2025-05-26,Sillón Terciopelo Verde,sillones,6,292900.61
2025-05-26,Puff Redondo Boucle,sillones,14,313874.18
2025-05-26,Sillón Acapulco Negro,sillones,14,502614.56
2025-05-26,Difusor Bambú 200ml,aromas,6,21485.26
2025-05-26,Vela Soja Lavanda Grande,aromas,17,46463.75
2025-05-26,Set Sales de Baño Botánico,aromas,15,63474.89
2025-05-26,Incienso Palo Santo 10u,aromas,12,18069.98
2025-05-26,Mantel Lino 180cm,mesa,17,98145.08
2025-05-26,Set Servilletas Bordadas,mesa,18,42102.72
2025-05-26,Porta Velas Mesa Hierro,mesa,7,24595.05
2025-05-26,Camino Mesa Ratan,mesa,10,42358.1
2025-05-26,Maceta Terracota XL,jardin,10,66743.36
2025-05-26,Farolito Solar Colgante,jardin,5,21012.84
2025-05-26,Cojín Exterior Rayas,jardin,18,99446.63
2025-05-26,Regadera Cobre Vintage,jardin,5,36744.48
2025-06-02,Set de Bowls Mediterráneo,cocina,19,85359.19
2025-06-02,Tabla de Madera Olivia,cocina,17,104220.99
2025-06-02,Porta Utensilios Cobre,cocina,19,59335.21
2025-06-02,Delantal Lino Natural,cocina,7,20718.47
2025-06-02,Jabonera Mármol Blanco,baño,14,40156.48
2025-06-02,Set Toallas Waffle,baño,19,132998.63
2025-06-02,Porta Cepillo Cerámica,baño,14,27158.81
2025-06-02,Espejo Redondo Nordico,baño,12,144066.82
2025-06-02,Marco Madera Natural 30x40,deco,20,97007.04
2025-06-02,Jarrón Minimalista Blanco,deco,14,88888.76
2025-06-02,Caja Ratan Organizadora,deco,10,50130.96
2025-06-02,Estante Flotante Roble,deco,19,181497.06
2025-06-02,Sillón Boho Arena,sillones,7,321726.72
2025-06-02,Sillón Terciopelo Verde,sillones,18,998749.44
2025-06-02,Puff Redondo Boucle,sillones,11,240857.76
2025-06-02,Sillón Acapulco Negro,sillones,10,345833.6
2025-06-02,Difusor Bambú 200ml,aromas,15,59049.26
2025-06-02,Vela Soja Lavanda Grande,aromas,12,31229.95
2025-06-02,Set Sales de Baño Botánico,aromas,4,15180.63
2025-06-02,Incienso Palo Santo 10u,aromas,14,21573.22
2025-06-02,Mantel Lino 180cm,mesa,11,60016.0
2025-06-02,Set Servilletas Bordadas,mesa,19,44665.14
2025-06-02,Porta Velas Mesa Hierro,mesa,19,75395.34
2025-06-02,Camino Mesa Ratan,mesa,20,92840.1
2025-06-02,Maceta Terracota XL,jardin,9,59327.77
2025-06-02,Farolito Solar Colgante,jardin,15,69458.04
2025-06-02,Cojín Exterior Rayas,jardin,5,24290.66
2025-06-02,Regadera Cobre Vintage,jardin,15,122525.21
2025-06-09,Set de Bowls Mediterráneo,cocina,14,60214.96
2025-06-09,Tabla de Madera Olivia,cocina,8,44750.39
2025-06-09,Porta Utensilios Cobre,cocina,4,10699.47
2025-06-09,Delantal Lino Natural,cocina,18,59168.53
2025-06-09,Jabonera Mármol Blanco,baño,14,40228.61
2025-06-09,Set Toallas Waffle,baño,11,70831.9
2025-06-09,Porta Cepillo Cerámica,baño,12,22779.21
2025-06-09,Espejo Redondo Nordico,baño,15,185515.2
2025-06-09,Marco Madera Natural 30x40,deco,17,80688.53
2025-06-09,Jarrón Minimalista Blanco,deco,16,103858.43
2025-06-09,Caja Ratan Organizadora,deco,9,44729.37
2025-06-09,Estante Flotante Roble,deco,6,50636.87
2025-06-09,Sillón Boho Arena,sillones,19,981355.78
2025-06-09,Sillón Terciopelo Verde,sillones,20,1120487.68
2025-06-09,Puff Redondo Boucle,sillones,9,192909.02
2025-06-09,Sillón Acapulco Negro,sillones,6,197440.32
2025-06-09,Difusor Bambú 200ml,aromas,14,54267.4
2025-06-09,Vela Soja Lavanda Grande,aromas,6,14701.94
2025-06-09,Set Sales de Baño Botánico,aromas,9,35958.9
2025-06-09,Incienso Palo Santo 10u,aromas,12,18042.05
2025-06-09,Mantel Lino 180cm,mesa,4,20268.51
2025-06-09,Set Servilletas Bordadas,mesa,5,10263.62
2025-06-09,Porta Velas Mesa Hierro,mesa,14,52878.27
2025-06-09,Camino Mesa Ratan,mesa,13,56615.52
2025-06-09,Maceta Terracota XL,jardin,6,38686.89
2025-06-09,Farolito Solar Colgante,jardin,14,64171.3
2025-06-09,Cojín Exterior Rayas,jardin,12,62599.68
2025-06-09,Regadera Cobre Vintage,jardin,16,132058.68
2025-06-16,Set de Bowls Mediterráneo,cocina,11,46072.12
2025-06-16,Tabla de Madera Olivia,cocina,18,111193.52
2025-06-16,Porta Utensilios Cobre,cocina,4,10704.67
2025-06-16,Delantal Lino Natural,cocina,7,20793.46
2025-06-16,Jabonera Mármol Blanco,baño,12,33540.86
2025-06-16,Set Toallas Waffle,baño,9,57035.16
2025-06-16,Porta Cepillo Cerámica,baño,12,22897.04
2025-06-16,Espejo Redondo Nordico,baño,8,92688.38
2025-06-16,Marco Madera Natural 30x40,deco,17,80205.05
2025-06-16,Jarrón Minimalista Blanco,deco,9,54091.18
2025-06-16,Caja Ratan Organizadora,deco,14,73177.57
2025-06-16,Estante Flotante Roble,deco,16,148303.33
2025-06-16,Sillón Boho Arena,sillones,6,270604.8
2025-06-16,Sillón Terciopelo Verde,sillones,10,512503.68
2025-06-16,Puff Redondo Boucle,sillones,9,193124.45
2025-06-16,Sillón Acapulco Negro,sillones,13,459673.76
2025-06-16,Difusor Bambú 200ml,aromas,14,54386.57
2025-06-16,Vela Soja Lavanda Grande,aromas,10,25491.23
2025-06-16,Set Sales de Baño Botánico,aromas,9,35801.86
2025-06-16,Incienso Palo Santo 10u,aromas,17,26903.93
2025-06-16,Mantel Lino 180cm,mesa,4,20331.87
2025-06-16,Set Servilletas Bordadas,mesa,7,14655.13
2025-06-16,Porta Velas Mesa Hierro,mesa,15,57329.28
2025-06-16,Camino Mesa Ratan,mesa,18,82044.0
2025-06-16,Maceta Terracota XL,jardin,7,45606.13
2025-06-16,Farolito Solar Colgante,jardin,16,74907.65
2025-06-16,Cojín Exterior Rayas,jardin,14,74385.29
2025-06-16,Regadera Cobre Vintage,jardin,15,122018.98
2025-06-23,Set de Bowls Mediterráneo,cocina,14,59998.58
2025-06-23,Tabla de Madera Olivia,cocina,13,76402.52
2025-06-23,Porta Utensilios Cobre,cocina,12,34915.26
2025-06-23,Delantal Lino Natural,cocina,14,44202.03
2025-06-23,Jabonera Mármol Blanco,baño,7,18604.01
2025-06-23,Set Toallas Waffle,baño,7,43544.59
2025-06-23,Porta Cepillo Cerámica,baño,8,14580.33
2025-06-23,Espejo Redondo Nordico,baño,13,158176.51
2025-06-23,Marco Madera Natural 30x40,deco,12,54170.21
2025-06-23,Jarrón Minimalista Blanco,deco,12,74279.77
2025-06-23,Caja Ratan Organizadora,deco,13,67355.5
2025-06-23,Estante Flotante Roble,deco,11,97389.35
2025-06-23,Sillón Boho Arena,sillones,15,745228.8
2025-06-23,Sillón Terciopelo Verde,sillones,7,348473.22
2025-06-23,Puff Redondo Boucle,sillones,19,449293.15
2025-06-23,Sillón Acapulco Negro,sillones,5,163909.2
2025-06-23,Difusor Bambú 200ml,aromas,10,37416.32
2025-06-23,Vela Soja Lavanda Grande,aromas,11,28537.31
2025-06-23,Set Sales de Baño Botánico,aromas,16,68651.19
2025-06-23,Incienso Palo Santo 10u,aromas,19,30605.81
2025-06-23,Mantel Lino 180cm,mesa,17,98599.86
2025-06-23,Set Servilletas Bordadas,mesa,13,28986.21
2025-06-23,Porta Velas Mesa Hierro,mesa,6,20841.0
2025-06-23,Camino Mesa Ratan,mesa,15,66699.19
2025-06-23,Maceta Terracota XL,jardin,7,45459.14
2025-06-23,Farolito Solar Colgante,jardin,12,54360.29
2025-06-23,Cojín Exterior Rayas,jardin,12,62306.15
2025-06-23,Regadera Cobre Vintage,jardin,12,95248.97
2025-06-30,Set de Bowls Mediterráneo,cocina,11,45801.57
2025-06-30,Tabla de Madera Olivia,cocina,9,50634.0
2025-06-30,Porta Utensilios Cobre,cocina,13,38321.3
2025-06-30,Delantal Lino Natural,cocina,17,55415.95
2025-06-30,Jabonera Mármol Blanco,baño,15,43199.52
2025-06-30,Set Toallas Waffle,baño,15,100595.04
2025-06-30,Porta Cepillo Cerámica,baño,5,8871.02
2025-06-30,Espejo Redondo Nordico,baño,12,144389.38
2025-06-30,Marco Madera Natural 30x40,deco,14,64731.74
2025-06-30,Jarrón Minimalista Blanco,deco,15,96444.72
2025-06-30,Caja Ratan Organizadora,deco,9,44897.54
2025-06-30,Estante Flotante Roble,deco,11,96742.43
2025-06-30,Sillón Boho Arena,sillones,19,976715.52
2025-06-30,Sillón Terciopelo Verde,sillones,14,745134.21
2025-06-30,Puff Redondo Boucle,sillones,17,391904.13
2025-06-30,Sillón Acapulco Negro,sillones,8,271134.08
2025-06-30,Difusor Bambú 200ml,aromas,13,49804.68
2025-06-30,Vela Soja Lavanda Grande,aromas,10,25577.76
2025-06-30,Set Sales de Baño Botánico,aromas,10,40389.26
2025-06-30,Incienso Palo Santo 10u,aromas,6,8460.72
2025-06-30,Mantel Lino 180cm,mesa,17,98650.73
2025-06-30,Set Servilletas Bordadas,mesa,13,28851.68
2025-06-30,Porta Velas Mesa Hierro,mesa,13,48646.42
2025-06-30,Camino Mesa Ratan,mesa,5,20160.81
2025-06-30,Maceta Terracota XL,jardin,8,52158.72
2025-06-30,Farolito Solar Colgante,jardin,6,25459.06
2025-06-30,Cojín Exterior Rayas,jardin,6,29555.14
2025-06-30,Regadera Cobre Vintage,jardin,20,170629.89
2025-07-07,Set de Bowls Mediterráneo,cocina,14,60349.5
2025-07-07,Tabla de Madera Olivia,cocina,15,90212.74
2025-07-07,Porta Utensilios Cobre,cocina,10,28473.82
2025-07-07,Delantal Lino Natural,cocina,16,51903.82
2025-07-07,Jabonera Mármol Blanco,baño,12,33837.08
2025-07-07,Set Toallas Waffle,baño,7,43578.08
2025-07-07,Porta Cepillo Cerámica,baño,17,34146.53
2025-07-07,Espejo Redondo Nordico,baño,4,44574.72
2025-07-07,Marco Madera Natural 30x40,deco,16,75076.99
2025-07-07,Jarrón Minimalista Blanco,deco,18,118253.15
2025-07-07,Caja Ratan Organizadora,deco,16,85173.43
2025-07-07,Estante Flotante Roble,deco,7,59446.16
2025-07-07,Sillón Boho Arena,sillones,9,422309.38
2025-07-07,Sillón Terciopelo Verde,sillones,16,867369.98
2025-07-07,Puff Redondo Boucle,sillones,12,264413.95
2025-07-07,Sillón Acapulco Negro,sillones,19,709943.36
2025-07-07,Difusor Bambú 200ml,aromas,14,54494.68
2025-07-07,Vela Soja Lavanda Grande,aromas,15,40347.22
2025-07-07,Set Sales de Baño Botánico,aromas,15,63675.62
2025-07-07,Incienso Palo Santo 10u,aromas,4,5520.1
2025-07-07,Mantel Lino 180cm,mesa,9,48062.52
2025-07-07,Set Servilletas Bordadas,mesa,15,34174.8
2025-07-07,Porta Velas Mesa Hierro,mesa,9,32473.09
2025-07-07,Camino Mesa Ratan,mesa,9,37480.18
2025-07-07,Maceta Terracota XL,jardin,8,52680.09
2025-07-07,Farolito Solar Colgante,jardin,12,54320.54
2025-07-07,Cojín Exterior Rayas,jardin,14,74321.23
2025-07-07,Regadera Cobre Vintage,jardin,16,131917.11
2025-07-14,Set de Bowls Mediterráneo,cocina,6,23782.35
2025-07-14,Tabla de Madera Olivia,cocina,4,21361.08
2025-07-14,Porta Utensilios Cobre,cocina,8,22271.63
2025-07-14,Delantal Lino Natural,cocina,5,14449.22
2025-07-14,Jabonera Mármol Blanco,baño,16,46831.41
2025-07-14,Set Toallas Waffle,baño,4,23968.26
2025-07-14,Porta Cepillo Cerámica,baño,9,16568.94
2025-07-14,Espejo Redondo Nordico,baño,4,44539.39
2025-07-14,Marco Madera Natural 30x40,deco,20,96942.24
2025-07-14,Jarrón Minimalista Blanco,deco,15,96453.65
2025-07-14,Caja Ratan Organizadora,deco,12,61204.9
2025-07-14,Estante Flotante Roble,deco,5,41590.06
2025-07-14,Sillón Boho Arena,sillones,18,913973.76
2025-07-14,Sillón Terciopelo Verde,sillones,10,510556.8
2025-07-14,Puff Redondo Boucle,sillones,17,392909.44
2025-07-14,Sillón Acapulco Negro,sillones,4,129525.76
2025-07-14,Difusor Bambú 200ml,aromas,7,25317.24
2025-07-14,Vela Soja Lavanda Grande,aromas,7,17347.66
2025-07-14,Set Sales de Baño Botánico,aromas,6,23312.53
2025-07-14,Incienso Palo Santo 10u,aromas,5,7037.64
2025-07-14,Mantel Lino 180cm,mesa,6,31018.94
2025-07-14,Set Servilletas Bordadas,mesa,8,16910.92
2025-07-14,Porta Velas Mesa Hierro,mesa,14,52738.2
2025-07-14,Camino Mesa Ratan,mesa,14,61665.99
2025-07-14,Maceta Terracota XL,jardin,5,31672.77
2025-07-14,Farolito Solar Colgante,jardin,19,91424.81
2025-07-14,Cojín Exterior Rayas,jardin,19,106386.26
2025-07-14,Regadera Cobre Vintage,jardin,10,77754.96
2025-07-21,Set de Bowls Mediterráneo,cocina,13,55222.88
2025-07-21,Tabla de Madera Olivia,cocina,18,110959.66
2025-07-21,Porta Utensilios Cobre,cocina,15,45106.37
2025-07-21,Delantal Lino Natural,cocina,6,17635.48
2025-07-21,Jabonera Mármol Blanco,baño,14,40273.77
2025-07-21,Set Toallas Waffle,baño,5,30450.16
2025-07-21,Porta Cepillo Cerámica,baño,11,20791.65
2025-07-21,Espejo Redondo Nordico,baño,6,68281.34
2025-07-21,Marco Madera Natural 30x40,deco,12,54264.38
2025-07-21,Jarrón Minimalista Blanco,deco,6,35184.06
2025-07-21,Caja Ratan Organizadora,deco,6,28834.01
2025-07-21,Estante Flotante Roble,deco,17,159022.35
2025-07-21,Sillón Boho Arena,sillones,12,576036.86
2025-07-21,Sillón Terciopelo Verde,sillones,9,453697.92
2025-07-21,Puff Redondo Boucle,sillones,9,191974.46
2025-07-21,Sillón Acapulco Negro,sillones,6,198653.28
2025-07-21,Difusor Bambú 200ml,aromas,13,49834.72
2025-07-21,Vela Soja Lavanda Grande,aromas,13,34189.92
2025-07-21,Set Sales de Baño Botánico,aromas,18,78694.42
2025-07-21,Incienso Palo Santo 10u,aromas,10,14732.64
2025-07-21,Mantel Lino 180cm,mesa,15,85423.8
2025-07-21,Set Servilletas Bordadas,mesa,6,12419.19
2025-07-21,Porta Velas Mesa Hierro,mesa,18,70653.54
2025-07-21,Camino Mesa Ratan,mesa,11,46941.28
2025-07-21,Maceta Terracota XL,jardin,4,25180.24
2025-07-21,Farolito Solar Colgante,jardin,19,91583.5
2025-07-21,Cojín Exterior Rayas,jardin,19,105635.38
2025-07-21,Regadera Cobre Vintage,jardin,14,113093.37
2025-07-28,Set de Bowls Mediterráneo,cocina,8,32281.27
2025-07-28,Tabla de Madera Olivia,cocina,5,26970.0
2025-07-28,Porta Utensilios Cobre,cocina,6,16350.43
2025-07-28,Delantal Lino Natural,cocina,17,55681.56
2025-07-28,Jabonera Mármol Blanco,baño,14,40068.67
2025-07-28,Set Toallas Waffle,baño,5,30302.48
2025-07-28,Porta Cepillo Cerámica,baño,10,18701.47
2025-07-28,Espejo Redondo Nordico,baño,6,67775.62
2025-07-28,Marco Madera Natural 30x40,deco,8,34610.11
2025-07-28,Jarrón Minimalista Blanco,deco,11,67813.72
2025-07-28,Caja Ratan Organizadora,deco,11,55616.19
2025-07-28,Estante Flotante Roble,deco,6,50282.29
2025-07-28,Sillón Boho Arena,sillones,14,684622.85
2025-07-28,Sillón Terciopelo Verde,sillones,16,863323.14
2025-07-28,Puff Redondo Boucle,sillones,19,449694.43
2025-07-28,Sillón Acapulco Negro,sillones,8,269960.32
2025-07-28,Difusor Bambú 200ml,aromas,17,67905.45
2025-07-28,Vela Soja Lavanda Grande,aromas,6,14706.93
2025-07-28,Set Sales de Baño Botánico,aromas,10,40263.31
2025-07-28,Incienso Palo Santo 10u,aromas,11,16318.1
2025-07-28,Mantel Lino 180cm,mesa,18,105383.52
2025-07-28,Set Servilletas Bordadas,mesa,13,28895.61
2025-07-28,Porta Velas Mesa Hierro,mesa,16,61563.26
2025-07-28,Camino Mesa Ratan,mesa,7,28824.72
2025-07-28,Maceta Terracota XL,jardin,19,138363.9
2025-07-28,Farolito Solar Colgante,jardin,16,75125.38
2025-07-28,Cojín Exterior Rayas,jardin,18,99296.87
2025-07-28,Regadera Cobre Vintage,jardin,8,60919.74
2025-08-04,Set de Bowls Mediterráneo,cocina,19,85162.56
2025-08-04,Tabla de Madera Olivia,cocina,12,70094.44
2025-08-04,Porta Utensilios Cobre,cocina,13,38313.45
2025-08-04,Delantal Lino Natural,cocina,6,17586.37
2025-08-04,Jabonera Mármol Blanco,baño,14,40187.84
2025-08-04,Set Toallas Waffle,baño,11,71272.34
2025-08-04,Porta Cepillo Cerámica,baño,13,24970.71
2025-08-04,Espejo Redondo Nordico,baño,11,131227.01
2025-08-04,Marco Madera Natural 30x40,deco,10,44316.72
2025-08-04,Jarrón Minimalista Blanco,deco,7,41413.32
2025-08-04,Caja Ratan Organizadora,deco,19,104010.13
2025-08-04,Estante Flotante Roble,deco,18,169965.79
2025-08-04,Sillón Boho Arena,sillones,20,1035909.12
2025-08-04,Sillón Terciopelo Verde,sillones,15,802326.72
2025-08-04,Puff Redondo Boucle,sillones,17,394142.14
2025-08-04,Sillón Acapulco Negro,sillones,4,129601.92
2025-08-04,Difusor Bambú 200ml,aromas,16,63210.6
2025-08-04,Vela Soja Lavanda Grande,aromas,15,40199.95
2025-08-04,Set Sales de Baño Botánico,aromas,7,27318.27
2025-08-04,Incienso Palo Santo 10u,aromas,5,7007.16
2025-08-04,Mantel Lino 180cm,mesa,4,20341.73
2025-08-04,Set Servilletas Bordadas,mesa,7,14616.69
2025-08-04,Porta Velas Mesa Hierro,mesa,9,32357.48
2025-08-04,Camino Mesa Ratan,mesa,19,87378.48
2025-08-04,Maceta Terracota XL,jardin,14,97695.0
2025-08-04,Farolito Solar Colgante,jardin,16,75288.96
2025-08-04,Cojín Exterior Rayas,jardin,9,45465.64
2025-08-04,Regadera Cobre Vintage,jardin,20,170506.02
2025-08-11,Set de Bowls Mediterráneo,cocina,19,85945.24
2025-08-11,Tabla de Madera Olivia,cocina,16,96909.93
2025-08-11,Porta Utensilios Cobre,cocina,6,16397.76
2025-08-11,Delantal Lino Natural,cocina,11,33811.92
2025-08-11,Jabonera Mármol Blanco,baño,7,18711.26
2025-08-11,Set Toallas Waffle,baño,10,64018.24
2025-08-11,Porta Cepillo Cerámica,baño,13,25039.48
2025-08-11,Espejo Redondo Nordico,baño,7,80220.67
2025-08-11,Marco Madera Natural 30x40,deco,5,21027.96
2025-08-11,Jarrón Minimalista Blanco,deco,9,54156.36
2025-08-11,Caja Ratan Organizadora,deco,6,28936.34
2025-08-11,Estante Flotante Roble,deco,4,32816.36
2025-08-11,Sillón Boho Arena,sillones,18,919627.78
2025-08-11,Sillón Terciopelo Verde,sillones,9,455098.18
2025-08-11,Puff Redondo Boucle,sillones,17,392017.82
2025-08-11,Sillón Acapulco Negro,sillones,10,345643.2
2025-08-11,Difusor Bambú 200ml,aromas,18,72344.22
2025-08-11,Vela Soja Lavanda Grande,aromas,18,49755.51
2025-08-11,Set Sales de Baño Botánico,aromas,11,44594.16
2025-08-11,Incienso Palo Santo 10u,aromas,10,14816.88
2025-08-11,Mantel Lino 180cm,mesa,16,92098.69
2025-08-11,Set Servilletas Bordadas,mesa,12,26360.72
2025-08-11,Porta Velas Mesa Hierro,mesa,13,48497.88
2025-08-11,Camino Mesa Ratan,mesa,5,20010.82
2025-08-11,Maceta Terracota XL,jardin,19,138239.87
2025-08-11,Farolito Solar Colgante,jardin,15,69418.08
2025-08-11,Cojín Exterior Rayas,jardin,17,93356.06
2025-08-11,Regadera Cobre Vintage,jardin,9,69168.36
2025-08-18,Set de Bowls Mediterráneo,cocina,16,69772.95
2025-08-18,Tabla de Madera Olivia,cocina,14,83338.48
2025-08-18,Porta Utensilios Cobre,cocina,15,44708.26
2025-08-18,Delantal Lino Natural,cocina,6,17596.49
2025-08-18,Jabonera Mármol Blanco,baño,18,53759.46
2025-08-18,Set Toallas Waffle,baño,17,115922.46
2025-08-18,Porta Cepillo Cerámica,baño,7,12734.16
2025-08-18,Espejo Redondo Nordico,baño,8,92328.96
2025-08-18,Marco Madera Natural 30x40,deco,7,30132.65
2025-08-18,Jarrón Minimalista Blanco,deco,20,133900.16
2025-08-18,Caja Ratan Organizadora,deco,9,44511.98
2025-08-18,Estante Flotante Roble,deco,10,87745.46
