week;channel;campaign;categoria;cost;impressions;clicks;revenue;cpc;cpm;ctr;roas
2024-09-23;Google Ads;bano;bano;1234,81;26699;484;5969,79;2,55;46,25;1,81;4,83
2024-09-23;Google Ads;cocina;cocina;4445,91;122194;2052;26173,38;2,17;36,38;1,68;5,89
2024-09-23;Google Ads;deco;deco;2671,07;62705;1333;13752,41;2,0;42,6;2,13;5,15
2024-09-23;Google Ads;jardin;jardin;1281,06;24934;423;8746,77;3,03;51,38;1,7;6,83
2024-09-23;Google Ads;mesa;mesa;1667,53;37296;651;5721,13;2,56;44,71;1,75;3,43
2024-09-23;Google Ads;sillones;sillones;2645,95;73437;1162;10190,04;2,28;36,03;1,58;3,85
2024-09-30;Google Ads;aromas;aromas;2181,57;58035;755;6768,89;2,89;37,59;1,3;3,1
2024-09-30;Google Ads;bano;bano;1808,69;48774;838;4759,33;2,16;37,08;1,72;2,63
2024-09-30;Google Ads;cocina;cocina;1775,7;35943;672;12097,96;2,64;49,4;1,87;6,81
2024-09-30;Google Ads;deco;deco;3154,27;73947;1512;10806,63;2,09;42,66;2,04;3,43
2024-09-30;Google Ads;jardin;jardin;1406,46;27319;613;4699,43;2,29;51,48;2,24;3,34
2024-09-30;Google Ads;mesa;mesa;2065,77;62131;1139;11105,54;1,81;33,25;1,83;5,38
2024-09-30;Google Ads;sillones;sillones;3137,12;71748;1588;16558,11;1,98;43,72;2,21;5,28
2024-10-07;Google Ads;aromas;aromas;3650,31;104847;1949;10985,42;1,87;34,82;1,86;3,01
2024-10-07;Google Ads;bano;bano;1812,99;48763;990;9796,79;1,83;37,18;2,03;5,4
2024-10-07;Google Ads;cocina;cocina;1804,05;49986;906;7905,47;1,99;36,09;1,81;4,38
2024-10-07;Google Ads;deco;deco;2815,82;56215;886;12754,26;3,18;50,09;1,58;4,53
2024-10-07;Google Ads;jardin;jardin;1231,63;24523;534;8420,91;2,31;50,22;2,18;6,84
2024-10-07;Google Ads;mesa;mesa;3459,5;82401;1819;16256,7;1,9;41,98;2,21;4,7
2024-10-07;Google Ads;sillones;sillones;3711,49;81983;1254;18257,69;2,96;45,27;1,53;4,92
2024-10-14;Google Ads;aromas;aromas;4031,46;128187;2583;11806,17;1,56;31,45;2,02;2,93
2024-10-14;Google Ads;bano;bano;4466,26;86796;1906;26266,32;2,34;51,46;2,2;5,88
2024-10-14;Google Ads;cocina;cocina;3916,83;90620;1981;10525,5;1,98;43,22;2,19;2,69
2024-10-14;Google Ads;deco;deco;2684,12;61412;1338;12013,61;2,01;43,71;2,18;4,48
2024-10-14;Google Ads;jardin;jardin;1981,92;58169;1108;8081,96;1,79;34,07;1,9;4,08
2024-10-14;Google Ads;mesa;mesa;1747,74;34866;504;5996,92;3,47;50,13;1,45;3,43
2024-10-14;Google Ads;sillones;sillones;2127,58;54344;863;12059,64;2,47;39,15;1,59;5,67
2024-10-21;Google Ads;aromas;aromas;2086,17;61744;991;10640,94;2,11;33,79;1,61;5,1
2024-10-21;Google Ads;bano;bano;3547,6;105004;2219;19664,56;1,6;33,79;2,11;5,54
2024-10-21;Google Ads;cocina;cocina;4231,94;134976;3024;12996,26;1,4;31,35;2,24;3,07
2024-10-21;Google Ads;deco;deco;2086,77;49663;865;11166,97;2,41;42,02;1,74;5,35
2024-10-21;Google Ads;jardin;jardin;2901,52;63529;1476;12072,72;1,97;45,67;2,32;4,16
2024-10-21;Google Ads;mesa;mesa;1208,16;34840;724;6994,28;1,67;34,68;2,08;5,79
2024-10-21;Google Ads;sillones;sillones;2382,14;44990;828;8290,39;2,88;52,95;1,84;3,48
2024-10-28;Google Ads;aromas;aromas;3896,46;124040;2117;12058,72;1,84;31,41;1,71;3,09
2024-10-28;Google Ads;bano;bano;1609,98;48310;835;4029,85;1,93;33,33;1,73;2,5
2024-10-28;Google Ads;cocina;cocina;2334,34;64324;809;6881,84;2,89;36,29;1,26;2,95
2024-10-28;Google Ads;deco;deco;3472,35;68915;1364;11165,0;2,55;50,39;1,98;3,22
2024-10-28;Google Ads;jardin;jardin;3360,14;72261;1189;22066,38;2,83;46,5;1,65;6,57
2024-10-28;Google Ads;mesa;mesa;2208,18;61370;908;12033,88;2,43;35,98;1,48;5,45
2024-10-28;Google Ads;sillones;sillones;2773,46;55074;810;15420,23;3,42;50,36;1,47;5,56
2024-11-04;Google Ads;aromas;aromas;3372,74;74952;1365;16165,03;2,47;45,0;1,82;4,79
2024-11-04;Google Ads;bano;bano;3685,42;73207;1750;11582,68;2,11;50,34;2,39;3,14
2024-11-04;Google Ads;cocina;cocina;3611,52;70186;1106;23346,49;3,27;51,46;1,58;6,46
2024-11-04;Google Ads;deco;deco;3345,07;80821;1670;17817,03;2,0;41,39;2,07;5,33
2024-11-04;Google Ads;jardin;jardin;3465,67;104106;1357;10230,98;2,55;33,29;1,3;2,95
2024-11-04;Google Ads;mesa;mesa;2467,31;77684;1225;7720,78;2,01;31,76;1,58;3,13
2024-11-04;Google Ads;sillones;sillones;3026,21;79892;1541;18173,48;1,96;37,88;1,93;6,01
2024-11-11;Google Ads;aromas;aromas;1870,55;54831;1010;7965,36;1,85;34,11;1,84;4,26
2024-11-11;Google Ads;bano;bano;3159,97;80250;1904;21933,25;1,66;39,38;2,37;6,94
2024-11-11;Google Ads;cocina;cocina;1380,08;42190;989;6523,62;1,4;32,71;2,34;4,73
2024-11-11;Google Ads;deco;deco;4040,69;104885;1718;22519,71;2,35;38,52;1,64;5,57
2024-11-11;Google Ads;jardin;jardin;3742,21;68234;874;13770,72;4,28;54,84;1,28;3,68
2024-11-11;Google Ads;mesa;mesa;3804,66;95468;1865;18090,08;2,04;39,85;1,95;4,75
2024-11-11;Google Ads;sillones;sillones;1472,01;37553;728;5517,99;2,02;39,2;1,94;3,75
2024-11-18;Google Ads;aromas;aromas;2848,71;73885;1212;10392,17;2,35;38,56;1,64;3,65
2024-11-18;Google Ads;bano;bano;1484,5;35750;623;7778,41;2,38;41,52;1,74;5,24
2024-11-18;Google Ads;cocina;cocina;3447,48;65245;1329;19943,05;2,59;52,84;2,04;5,78
2024-11-18;Google Ads;deco;deco;3644,17;71688;1469;20614,16;2,48;50,83;2,05;5,66
2024-11-18;Google Ads;jardin;jardin;2925,92;84739;1749;9513,13;1,67;34,53;2,06;3,25
2024-11-18;Google Ads;mesa;mesa;2086,92;63462;1349;5493,0;1,55;32,88;2,13;2,63
2024-11-18;Google Ads;sillones;sillones;1410,78;39463;746;4016,22;1,89;35,75;1,89;2,85
2024-11-25;Google Ads;aromas;aromas;2202,9;58857;1033;11372,72;2,13;37,43;1,76;5,16
2024-11-25;Google Ads;bano;bano;2756,82;64404;888;18443,75;3,1;42,81;1,38;6,69
2024-11-25;Google Ads;cocina;cocina;3585,17;75997;1375;9673,4;2,61;47,18;1,81;2,7
2024-11-25;Google Ads;deco;deco;4216,03;119605;2037;16645,34;2,07;35,25;1,7;3,95
2024-11-25;Google Ads;jardin;jardin;2095,15;39997;658;9971,21;3,18;52,38;1,65;4,76
2024-11-25;Google Ads;mesa;mesa;3854,32;122335;2868;10831,28;1,34;31,51;2,34;2,81
2024-11-25;Google Ads;sillones;sillones;3987,99;90057;1678;10113,0;2,38;44,28;1,86;2,54
2024-12-02;Google Ads;aromas;aromas;4381,92;93399;1413;17166,35;3,1;46,92;1,51;3,92
2024-12-02;Google Ads;bano;bano;1968,89;44989;993;12694,23;1,98;43,76;2,21;6,45
2024-12-02;Google Ads;cocina;cocina;1844,89;56465;1192;6647,28;1,55;32,67;2,11;3,6
2024-12-02;Google Ads;deco;deco;3369,1;100689;2086;9998,72;1,62;33,46;2,07;2,97
2024-12-02;Google Ads;jardin;jardin;2823,7;53194;1274;16101,94;2,22;53,08;2,4;5,7
2024-12-02;Google Ads;mesa;mesa;4161,05;105177;2146;17377,43;1,94;39,56;2,04;4,18
2024-12-02;Google Ads;sillones;sillones;1515,4;30109;657;4298,8;2,31;50,33;2,18;2,84
2024-12-09;Google Ads;aromas;aromas;2724,74;79711;1090;6958,46;2,5;34,18;1,37;2,55
2024-12-09;Google Ads;bano;bano;3129,54;63140;882;14387,26;3,55;49,57;1,4;4,6
2024-12-09;Google Ads;cocina;cocina;3626,66;81428;1242;10285,56;2,92;44,54;1,53;2,84
2024-12-09;Google Ads;deco;deco;4383,29;91641;1438;16185,47;3,05;47,83;1,57;3,69
2024-12-09;Google Ads;jardin;jardin;3463,98;102427;2085;9288,61;1,66;33,82;2,04;2,68
2024-12-09;Google Ads;mesa;mesa;1501,0;32234;524;7220,68;2,86;46,57;1,63;4,81
2024-12-09;Google Ads;sillones;sillones;4469,23;82390;1388;20267,55;3,22;54,24;1,68;4,53
2024-12-16;Google Ads;aromas;aromas;2123,26;42298;608;13760,72;3,49;50,2;1,44;6,48
2024-12-16;Google Ads;bano;bano;2054,11;60346;739;5731,22;2,78;34,04;1,22;2,79
2024-12-16;Google Ads;cocina;cocina;1631,36;48176;793;8705,49;2,06;33,86;1,65;5,34
2024-12-16;Google Ads;deco;deco;1625,01;49840;1094;6487,01;1,49;32,6;2,2;3,99
2024-12-16;Google Ads;jardin;jardin;1754,36;45673;998;7504,28;1,76;38,41;2,19;4,28
2024-12-16;Google Ads;mesa;mesa;1770,26;37186;529;6655,03;3,35;47,61;1,42;3,76
2024-12-16;Google Ads;sillones;sillones;3243,28;69539;1080;14121,14;3,0;46,64;1,55;4,35
2024-12-23;Google Ads;aromas;aromas;3860,49;107193;2461;10141,25;1,57;36,01;2,3;2,63
2024-12-23;Google Ads;bano;bano;2799,44;86159;1553;11891,24;1,8;32,49;1,8;4,25
2024-12-23;Google Ads;cocina;cocina;3847,15;112059;2675;23154,57;1,44;34,33;2,39;6,02
2024-12-23;Google Ads;deco;deco;1922,77;58722;1253;5313,87;1,53;32,74;2,13;2,76
2024-12-23;Google Ads;jardin;jardin;3730,58;119357;2827;11007,46;1,32;31,26;2,37;2,95
2024-12-23;Google Ads;mesa;mesa;3893,74;120089;1521;27192,97;2,56;32,42;1,27;6,98
2024-12-23;Google Ads;sillones;sillones;3831,39;87996;1942;24151,14;1,97;43,54;2,21;6,3
2024-12-30;Google Ads;aromas;aromas;4370,18;118381;1668;29976,6;2,62;36,92;1,41;6,86
2024-12-30;Google Ads;bano;bano;2219,88;55199;722;7873,46;3,07;40,22;1,31;3,55
2024-12-30;Google Ads;cocina;cocina;3059,9;79201;1129;21254,16;2,71;38,63;1,43;6,95
2024-12-30;Google Ads;deco;deco;1202,26;37090;534;3711,61;2,25;32,41;1,44;3,09
2024-12-30;Google Ads;jardin;jardin;3986,14;89808;1101;20487,72;3,62;44,39;1,23;5,14
2024-12-30;Google Ads;mesa;mesa;3993,39;119998;2823;16696,98;1,41;33,28;2,35;4,18
2024-12-30;Google Ads;sillones;sillones;1533,41;34079;464;4920,34;3,3;45,0;1,36;3,21
2025-01-06;Google Ads;aromas;aromas;3207,84;86756;1725;5810,94;1,86;36,98;1,99;1,81
2025-01-06;Google Ads;bano;bano;2883,33;78362;1487;15305,35;1,94;36,8;1,9;5,31
2025-01-06;Google Ads;cocina;cocina;3631,43;98831;1850;24276,91;1,96;36,74;1,87;6,69
2025-01-06;Google Ads;deco;deco;4843,79;131421;2534;14869,56;1,91;36,86;1,93;3,07
2025-01-06;Google Ads;jardin;jardin;3307,92;89944;1699;12930,39;1,95;36,78;1,89;3,91
2025-01-06;Google Ads;mesa;mesa;3046,42;82971;1542;14358,08;1,98;36,72;1,86;4,71
2025-01-06;Google Ads;sillones;sillones;4079,71;110872;2105;17870,52;1,94;36,8;1,9;4,38
2025-01-06;Meta Ads;aromas;aromas;3076,16;78610;1637;23647,67;1,88;39,13;2,08;7,69
2025-01-06;Meta Ads;bano;bano;3011,6;66923;1568;9090,03;1,92;45,0;2,34;3,02
2025-01-06;Meta Ads;cocina;cocina;4050,45;100823;2132;18052,69;1,9;40,17;2,11;4,46
2025-01-06;Meta Ads;deco;deco;4645,09;108115;2426;12320,08;1,91;42,96;2,24;2,65
2025-01-06;Meta Ads;jardin;jardin;2956,99;74004;1504;15014,0;1,97;39,96;2,03;5,08
2025-01-06;Meta Ads;mesa;mesa;3390,22;84595;1778;13640,48;1,91;40,08;2,1;4,02
2025-01-06;Meta Ads;sillones;sillones;4025,91;92144;2086;10655,94;1,93;43,69;2,26;2,65
2025-01-13;Google Ads;aromas;aromas;2510,33;68155;1306;5319,64;1,92;36,83;1,92;2,12
2025-01-13;Google Ads;bano;bano;3813,02;103154;2045;23442,14;1,86;36,96;1,98;6,15
2025-01-13;Google Ads;cocina;cocina;3766,43;102431;1931;25305,51;1,95;36,77;1,89;6,72
2025-01-13;Google Ads;deco;deco;6198,24;167540;3347;26422,23;1,85;37,0;2,0;4,26
2025-01-13;Google Ads;jardin;jardin;3716,44;100838;1944;11336,33;1,91;36,86;1,93;3,05
2025-01-13;Google Ads;mesa;mesa;4143,3;112221;2200;20421,99;1,88;36,92;1,96;4,93
2025-01-13;Google Ads;sillones;sillones;4799,03;130054;2536;19679,86;1,89;36,9;1,95;4,1
2025-01-13;Meta Ads;aromas;aromas;2900,14;71020;1534;17230,37;1,89;40,84;2,16;5,94
2025-01-13;Meta Ads;bano;bano;3657,83;88805;1945;13001,32;1,88;41,19;2,19;3,55
2025-01-13;Meta Ads;cocina;cocina;4191,26;95534;2214;24818,29;1,89;43,87;2,32;5,92
2025-01-13;Meta Ads;deco;deco;5293,06;119801;2804;17702,96;1,89;44,18;2,34;3,34
2025-01-13;Meta Ads;jardin;jardin;2652,35;58363;1327;14103,13;2,0;45,45;2,27;5,32
2025-01-13;Meta Ads;mesa;mesa;3147,63;69882;1637;13572,08;1,92;45,04;2,34;4,31
2025-01-13;Meta Ads;sillones;sillones;5072,97;119033;2697;15188,78;1,88;42,62;2,27;2,99
2025-01-20;Google Ads;aromas;aromas;2041,04;55641;1024;4179,32;1,99;36,68;1,84;2,05
2025-01-20;Google Ads;bano;bano;2577,52;70207;1303;15433,93;1,98;36,71;1,86;5,99
2025-01-20;Google Ads;cocina;cocina;3723,15;101277;1905;21450,78;1,95;36,76;1,88;5,76
2025-01-20;Google Ads;deco;deco;4254,41;115704;2181;15785,73;1,95;36,77;1,88;3,71
2025-01-20;Google Ads;jardin;jardin;3204,37;87183;1637;9706,29;1,96;36,75;1,88;3,03
2025-01-20;Google Ads;mesa;mesa;4785,82;129355;2585;17437,33;1,85;37,0;2,0;3,64
2025-01-20;Google Ads;sillones;sillones;3983,3;108301;2047;21905,76;1,95;36,78;1,89;5,5
2025-01-20;Meta Ads;aromas;aromas;2021,92;49637;1022;13151,46;1,98;40,73;2,06;6,5
2025-01-20;Meta Ads;bano;bano;3411,98;83918;1801;7152,19;1,89;40,66;2,15;2,1
2025-01-20;Meta Ads;cocina;cocina;4303,25;107977;2279;20613,17;1,89;39,85;2,11;4,79
2025-01-20;Meta Ads;deco;deco;3761,93;84375;1911;15190,37;1,97;44,59;2,26;4,04
2025-01-20;Meta Ads;jardin;jardin;3068,13;76176;1569;14506,92;1,96;40,28;2,06;4,73
2025-01-20;Meta Ads;mesa;mesa;2665,0;57656;1355;10794,53;1,97;46,22;2,35;4,05
2025-01-20;Meta Ads;sillones;sillones;5082,63;126793;2702;7613,27;1,88;40,09;2,13;1,5
2025-01-27;Google Ads;aromas;aromas;2686,27;72847;1412;7347,11;1,9;36,88;1,94;2,74
2025-01-27;Google Ads;bano;bano;3128,64;84904;1634;17080,0;1,91;36,85;1,92;5,46
2025-01-27;Google Ads;cocina;cocina;5082,78;137534;2721;28851,49;1,87;36,96;1,98;5,68
2025-01-27;Google Ads;deco;deco;5320,88;144143;2821;18186,45;1,89;36,91;1,96;3,42
2025-01-27;Google Ads;jardin;jardin;3317,47;90199;1704;12312,06;1,95;36,78;1,89;3,71
2025-01-27;Google Ads;mesa;mesa;3472,11;94323;1797;13613,87;1,93;36,81;1,91;3,92
2025-01-27;Google Ads;sillones;sillones;5130,37;138890;2735;28852,07;1,88;36,94;1,97;5,62
2025-01-27;Meta Ads;aromas;aromas;2982,8;71249;1582;20843,57;1,89;41,86;2,22;6,99
2025-01-27;Meta Ads;bano;bano;3092,19;72748;1615;10878,39;1,91;42,51;2,22;3,52
2025-01-27;Meta Ads;cocina;cocina;4591,17;116818;2447;24988,91;1,88;39,3;2,09;5,44
2025-01-27;Meta Ads;deco;deco;5478,81;127176;2912;19836,03;1,88;43,08;2,29;3,62
2025-01-27;Meta Ads;jardin;jardin;2914,13;63947;1479;11769,76;1,97;45,57;2,31;4,04
2025-01-27;Meta Ads;mesa;mesa;3818,59;87601;2028;17579,34;1,88;43,59;2,32;4,6
2025-01-27;Meta Ads;sillones;sillones;3519,39;88949;1790;7845,56;1,97;39,57;2,01;2,23
2025-02-03;Google Ads;aromas;aromas;2935,11;79483;1561;9050,0;1,88;36,93;1,96;3,08
2025-02-03;Google Ads;bano;bano;3738,27;101161;2000;20151,74;1,87;36,95;1,98;5,39
2025-02-03;Google Ads;cocina;cocina;3870,93;105218;1994;22594,15;1,94;36,79;1,9;5,84
2025-02-03;Google Ads;deco;deco;6185,32;167195;3339;17690,76;1,85;36,99;2,0;2,86
2025-02-03;Google Ads;jardin;jardin;3605,48;97880;1877;11529,39;1,92;36,84;1,92;3,2
2025-02-03;Google Ads;mesa;mesa;4279,8;115861;2282;16806,95;1,88;36,94;1,97;3,93
2025-02-03;Google Ads;sillones;sillones;4346,71;117992;2265;20059,55;1,92;36,84;1,92;4,61
2025-02-03;Meta Ads;aromas;aromas;2562,21;62205;1337;17021,32;1,92;41,19;2,15;6,64
2025-02-03;Meta Ads;bano;bano;2975,16;72729;1547;6619,43;1,92;40,91;2,13;2,22
2025-02-03;Meta Ads;cocina;cocina;3590,66;91046;1864;18472,37;1,93;39,44;2,05;5,14
2025-02-03;Meta Ads;deco;deco;5528,48;142817;2941;21649,86;1,88;38,71;2,06;3,92
2025-02-03;Meta Ads;jardin;jardin;4359,2;105293;2322;19874,64;1,88;41,4;2,21;4,56
2025-02-03;Meta Ads;mesa;mesa;3505,61;91899;1845;13069,26;1,9;38,15;2,01;3,73
2025-02-03;Meta Ads;sillones;sillones;3725,82;91671;1911;10116,5;1,95;40,64;2,08;2,72
2025-02-10;Google Ads;aromas;aromas;2581,44;70052;1349;7235,11;1,91;36,85;1,93;2,8
2025-02-10;Google Ads;bano;bano;3859,27;104387;2072;19817,58;1,86;36,97;1,98;5,14
2025-02-10;Google Ads;cocina;cocina;3465,26;94400;1750;19542,06;1,98;36,71;1,85;5,64
2025-02-10;Google Ads;deco;deco;5164,72;139979;2727;19026,73;1,89;36,9;1,95;3,68
2025-02-10;Google Ads;jardin;jardin;3205,15;87204;1637;11157,32;1,96;36,75;1,88;3,48
2025-02-10;Google Ads;mesa;mesa;4035,27;109340;2135;20051,5;1,89;36,91;1,95;4,97
2025-02-10;Google Ads;sillones;sillones;4532,03;122934;2376;22480,23;1,91;36,87;1,93;4,96
2025-02-10;Meta Ads;aromas;aromas;2055,31;48770;1041;13678,29;1,97;42,14;2,13;6,66
2025-02-10;Meta Ads;bano;bano;3183,06;81255;1668;8501,76;1,91;39,17;2,05;2,67
2025-02-10;Meta Ads;cocina;cocina;4012,56;98395;2110;20777,92;1,9;40,78;2,14;5,18
2025-02-10;Meta Ads;deco;deco;3891,43;93641;1987;16069,12;1,96;41,56;2,12;4,13
2025-02-10;Meta Ads;jardin;jardin;3706,87;83195;1942;18792,13;1,91;44,56;2,33;5,07
2025-02-10;Meta Ads;mesa;mesa;3187,05;79303;1660;10287,41;1,92;40,19;2,09;3,23
2025-02-10;Meta Ads;sillones;sillones;3429,72;85105;1738;7425,89;1,97;40,3;2,04;2,17
2025-02-17;Google Ads;aromas;aromas;3085,81;83502;1651;5364,93;1,87;36,95;1,98;1,74
2025-02-17;Google Ads;bano;bano;2844,38;77323;1464;16067,79;1,94;36,79;1,89;5,65
2025-02-17;Google Ads;cocina;cocina;5030,08;136129;2689;34752,62;1,87;36,95;1,98;6,91
2025-02-17;Google Ads;deco;deco;5020,74;136140;2641;22332,65;1,9;36,88;1,94;4,45
2025-02-17;Google Ads;jardin;jardin;3865,22;104806;2033;9000,94;1,9;36,88;1,94;2,33
2025-02-17;Google Ads;mesa;mesa;2994,75;81593;1511;13293,04;1,98;36,7;1,85;4,44
2025-02-17;Google Ads;sillones;sillones;5393,39;145904;2893;28878,91;1,86;36,97;1,98;5,35
2025-02-17;Meta Ads;aromas;aromas;2314,87;51599;1193;13889,41;1,94;44,86;2,31;6,0
2025-02-17;Meta Ads;bano;bano;2622,26;59887;1341;7457,5;1,96;43,79;2,24;2,84
2025-02-17;Meta Ads;cocina;cocina;4492,86;105653;2390;20731,31;1,88;42,52;2,26;4,61
2025-02-17;Meta Ads;deco;deco;4294,0;95736;2221;17267,72;1,93;44,85;2,32;4,02
2025-02-17;Meta Ads;jardin;jardin;3297,45;80496;1703;15376,34;1,94;40,96;2,12;4,66
2025-02-17;Meta Ads;mesa;mesa;2682,08;60860;1365;10785,02;1,96;44,07;2,24;4,02
2025-02-17;Meta Ads;sillones;sillones;3839,43;87481;1977;10022,76;1,94;43,89;2,26;2,61
2025-02-24;Google Ads;aromas;aromas;2909,18;78791;1545;5159,43;1,88;36,92;1,96;1,77
2025-02-24;Google Ads;bano;bano;3181,68;86318;1666;17614,1;1,91;36,86;1,93;5,54
2025-02-24;Google Ads;cocina;cocina;3463,24;94346;1749;22615,79;1,98;36,71;1,85;6,53
2025-02-24;Google Ads;deco;deco;4166,7;113365;2128;12882,52;1,96;36,75;1,88;3,09
2025-02-24;Google Ads;jardin;jardin;4596,87;124316;2472;14259,4;1,86;36,98;1,99;3,1
2025-02-24;Google Ads;mesa;mesa;3996,85;108316;2112;16015,22;1,89;36,9;1,95;4,01
2025-02-24;Google Ads;sillones;sillones;4836,23;131046;2559;25330,63;1,89;36,9;1,95;5,24
2025-02-24;Meta Ads;aromas;aromas;3051,22;80348;1622;18131,81;1,88;37,98;2,02;5,94
2025-02-24;Meta Ads;bano;bano;2402,87;54905;1213;8485,35;1,98;43,76;2,21;3,53
2025-02-24;Meta Ads;cocina;cocina;3552,78;83300;1841;16250,91;1,93;42,65;2,21;4,57
2025-02-24;Meta Ads;deco;deco;4616,74;106194;2410;15109,39;1,92;43,47;2,27;3,27
2025-02-24;Meta Ads;jardin;jardin;3322,32;80841;1718;13673,74;1,93;41,1;2,13;4,12
2025-02-24;Meta Ads;mesa;mesa;2870,09;69843;1475;10941,24;1,95;41,09;2,11;3,81
2025-02-24;Meta Ads;sillones;sillones;4655,49;109173;2453;6590,5;1,9;42,64;2,25;1,42
2025-03-03;Google Ads;aromas;aromas;1654,71;45105;831;3097,25;1,99;36,69;1,84;1,87
2025-03-03;Google Ads;bano;bano;3247,63;87793;1752;16354,09;1,85;36,99;2,0;5,04
2025-03-03;Google Ads;cocina;cocina;3580,78;97097;1883;26110,4;1,9;36,88;1,94;7,29
2025-03-03;Google Ads;deco;deco;3500,34;95162;1800;13340,01;1,94;36,78;1,89;3,81
2025-03-03;Google Ads;jardin;jardin;3641,35;98503;1954;10335,83;1,86;36,97;1,98;2,84
2025-03-03;Google Ads;mesa;mesa;3731,59;100909;2008;13344,32;1,86;36,98;1,99;3,58
2025-03-03;Google Ads;sillones;sillones;2800,92;76371;1403;11814,22;2,0;36,68;1,84;4,22
2025-03-03;Meta Ads;aromas;aromas;1887,83;48797;977;13844,1;1,93;38,69;2,0;7,33
2025-03-03;Meta Ads;bano;bano;2247,93;55777;1163;5353,45;1,93;40,3;2,09;2,38
2025-03-03;Meta Ads;cocina;cocina;2934,06;66990;1530;16641,87;1,92;43,8;2,28;5,67
2025-03-03;Meta Ads;deco;deco;2878,11;63670;1456;7406,64;1,98;45,2;2,29;2,57
2025-03-03;Meta Ads;jardin;jardin;2652,67;64140;1374;14260,97;1,93;41,36;2,14;5,38
2025-03-03;Meta Ads;mesa;mesa;2663,62;66079;1397;11416,06;1,91;40,31;2,11;4,29
2025-03-03;Meta Ads;sillones;sillones;3026,27;70697;1559;8387,55;1,94;42,81;2,21;2,77
2025-03-10;Google Ads;aromas;aromas;1891,19;51412;973;4230,59;1,94;36,78;1,89;2,24
2025-03-10;Google Ads;bano;bano;3112,95;84202;1671;15626,57;1,86;36,97;1,98;5,02
2025-03-10;Google Ads;cocina;cocina;2941,77;80057;1499;19000,77;1,96;36,75;1,87;6,46
2025-03-10;Google Ads;deco;deco;4705,09;127289;2523;16823,61;1,86;36,96;1,98;3,58
2025-03-10;Google Ads;jardin;jardin;3603,55;97495;1931;8636,77;1,87;36,96;1,98;2,4
2025-03-10;Google Ads;mesa;mesa;2995,12;81270;1566;11389,42;1,91;36,85;1,93;3,8
2025-03-10;Google Ads;sillones;sillones;3590,37;97423;1877;14941,18;1,91;36,85;1,93;4,16
2025-03-10;Meta Ads;aromas;aromas;2375,01;53925;1262;18201,65;1,88;44,04;2,34;7,66
2025-03-10;Meta Ads;bano;bano;2838,25;73580;1507;10433,07;1,88;38,57;2,05;3,68
2025-03-10;Meta Ads;cocina;cocina;2502,52;60891;1278;13225,27;1,96;41,1;2,1;5,28
2025-03-10;Meta Ads;deco;deco;4189,48;107324;2221;15778,84;1,89;39,04;2,07;3,77
2025-03-10;Meta Ads;jardin;jardin;2993,48;70008;1573;15099,59;1,9;42,76;2,25;5,04
2025-03-10;Meta Ads;mesa;mesa;2098,07;47877;1067;7910,56;1,97;43,82;2,23;3,77
2025-03-10;Meta Ads;sillones;sillones;3244,89;74577;1687;8717,79;1,92;43,51;2,26;2,69
2025-03-17;Google Ads;aromas;aromas;2610,68;70598;1405;5852,31;1,86;36,98;1,99;2,24
2025-03-17;Google Ads;bano;bano;2887,91;78201;1536;14311,33;1,88;36,93;1,96;4,96
2025-03-17;Google Ads;cocina;cocina;3179,95;86409;1642;20050,35;1,94;36,8;1,9;6,31
2025-03-17;Google Ads;deco;deco;4461,02;120781;2376;13060,17;1,88;36,93;1,97;2,93
2025-03-17;Google Ads;jardin;jardin;2406,7;65579;1213;7329,08;1,98;36,7;1,85;3,05
2025-03-17;Google Ads;mesa;mesa;3749,08;101375;2018;14763,28;1,86;36,98;1,99;3,94
2025-03-17;Google Ads;sillones;sillones;3514,77;95407;1832;18584,49;1,92;36,84;1,92;5,29
2025-03-17;Meta Ads;aromas;aromas;1724,09;41818;882;13044,29;1,95;41,23;2,11;7,57
2025-03-17;Meta Ads;bano;bano;2646,63;69170;1395;8307,61;1,9;38,26;2,02;3,14
2025-03-17;Meta Ads;cocina;cocina;3624,77;85209;1933;20466,25;1,88;42,54;2,27;5,65
2025-03-17;Meta Ads;deco;deco;4289,81;111868;2280;18076,32;1,88;38,35;2,04;4,21
2025-03-17;Meta Ads;jardin;jardin;2600,14;66313;1343;11878,53;1,94;39,21;2,03;4,57
2025-03-17;Meta Ads;mesa;mesa;2910,16;70057;1541;12999,16;1,89;41,54;2,2;4,47
2025-03-17;Meta Ads;sillones;sillones;3052,83;70634;1575;4267,31;1,94;43,22;2,23;1,4
2025-03-24;Google Ads;aromas;aromas;2175,42;58991;1144;6316,81;1,9;36,88;1,94;2,9
2025-03-24;Google Ads;bano;bano;3128,75;84623;1681;20001,79;1,86;36,97;1,99;6,39
2025-03-24;Google Ads;cocina;cocina;3601,07;97638;1895;24072,0;1,9;36,88;1,94;6,68
2025-03-24;Google Ads;deco;deco;3121,55;85061;1573;11723,92;1,98;36,7;1,85;3,76
2025-03-24;Google Ads;jardin;jardin;2482,46;67599;1258;6407,83;1,97;36,72;1,86;2,58
2025-03-24;Google Ads;mesa;mesa;3252,01;88120;1720;12908,92;1,89;36,9;1,95;3,97
2025-03-24;Google Ads;sillones;sillones;3232,97;87893;1663;17271,95;1,94;36,78;1,89;5,34
